,ID,fsID,start,end,salience,fold,Class,class
1696,148835-6-0-0,148835,1.440367,2.259399,1,6,6,gun_shot
1697,148835-6-1-0,148835,2.259399,3.202698,1,6,6,gun_shot
1698,148835-6-2-0,148835,4.275913,5.546825,1,6,6,gun_shot
1699,148835-6-3-0,148835,5.546825,7.038028,1,6,6,gun_shot
1700,148835-6-4-0,148835,9.252239,9.952653,1,6,6,gun_shot
1701,148837-6-0-0,148837,0.564257,1.772279,1,4,6,gun_shot
1702,148837-6-1-0,148837,1.772279,2.959783,1,4,6,gun_shot
1703,148837-6-2-0,148837,2.959783,4.424286,1,4,6,gun_shot
1704,148838-6-0-0,148838,0.248919,1.270571,1,3,6,gun_shot
1705,148838-6-1-0,148838,1.270571,2.476207,1,3,6,gun_shot
1706,148838-6-2-0,148838,2.584432,3.813878,1,3,6,gun_shot
1707,148841-6-0-0,148841,0.722118,2.245611,1,5,6,gun_shot
1708,148841-6-1-0,148841,6.120392,7.450146,1,5,6,gun_shot
1709,148841-6-2-0,148841,9.132153,10.787741,1,5,6,gun_shot
1710,149177-6-0-0,149177,0,0.81678,1,2,6,gun_shot
1711,149193-5-0-0,149193,0,4,1,7,5,engine_idling
1712,149193-5-0-1,149193,0.5,4.5,1,7,5,engine_idling
1713,149193-5-0-2,149193,1,5,1,7,5,engine_idling
1714,149193-5-0-3,149193,1.5,5.5,1,7,5,engine_idling
1715,149193-5-0-4,149193,2,6,1,7,5,engine_idling
1716,149193-5-0-5,149193,2.5,6.5,1,7,5,engine_idling
1717,149254-9-0-25,149254,12.5,16.5,1,2,9,street_music
1718,149254-9-0-29,149254,14.5,18.5,1,2,9,street_music
1719,149254-9-0-30,149254,15,19,1,2,9,street_music
1720,149254-9-0-42,149254,21,25,1,2,9,street_music
1721,149254-9-0-51,149254,25.5,29.5,1,2,9,street_music
1722,149254-9-0-56,149254,28,32,1,2,9,street_music
1723,149370-9-0-15,149370,7.5,11.5,2,2,9,street_music
1724,149370-9-0-19,149370,9.5,13.5,2,2,9,street_music
1725,149370-9-0-21,149370,10.5,14.5,2,2,9,street_music
1726,149370-9-0-22,149370,11,15,2,2,9,street_music
1727,149370-9-0-32,149370,16,20,2,2,9,street_music
1728,149370-9-0-37,149370,18.5,22.5,2,2,9,street_music
1729,150341-3-0-0,150341,12.834011,13.322652,1,1,3,dog_bark
1730,150341-3-1-0,150341,15.377819,15.823344,1,1,3,dog_bark
1731,151005-4-0-0,151005,0.524393,4.524393,1,4,4,drilling
1732,151005-4-0-1,151005,1.024393,5.024393,1,4,4,drilling
1733,151005-4-0-2,151005,1.524393,5.524393,1,4,4,drilling
1734,151005-4-0-3,151005,2.024393,6.024393,1,4,4,drilling
1735,151005-4-1-0,151005,11.445447,15.445447,1,4,4,drilling
1736,151005-4-1-1,151005,11.945447,15.945447,1,4,4,drilling
1737,151005-4-1-2,151005,12.445447,16.445447,1,4,4,drilling
1738,151005-4-2-0,151005,21.705309,25.705309,1,4,4,drilling
1739,151005-4-2-1,151005,22.205309,26.205309,1,4,4,drilling
1740,151005-4-3-0,151005,30.072797,34.072797,1,4,4,drilling
1741,151005-4-3-1,151005,30.572797,34.572797,1,4,4,drilling
1742,151005-4-3-2,151005,31.072797,35.072797,1,4,4,drilling
1743,151065-6-0-0,151065,0.162737,1.759161,1,7,6,gun_shot
1744,151069-6-0-0,151069,0.018056,1.871429,1,8,6,gun_shot
1745,151071-6-0-0,151071,0.018986,1.760726,1,3,6,gun_shot
1746,151149-2-0-11,151149,5.5,9.5,2,3,2,children_playing
1747,151149-2-0-12,151149,6,10,2,3,2,children_playing
1748,151149-2-0-15,151149,7.5,11.5,2,3,2,children_playing
1749,151149-2-0-22,151149,11,15,2,3,2,children_playing
1750,151149-2-0-3,151149,1.5,5.5,2,3,2,children_playing
1751,151149-2-0-4,151149,2,6,2,3,2,children_playing
1752,151149-2-0-54,151149,27,31,2,3,2,children_playing
1753,151149-2-0-56,151149,28,32,2,3,2,children_playing
1754,151359-1-0-0,151359,5.038068,5.180168,1,3,1,car_horn
1755,151359-1-1-0,151359,9.100818,9.255836,1,3,1,car_horn
1756,151359-1-2-0,151359,11.322735,11.419621,1,3,1,car_horn
1757,151359-1-3-0,151359,13.777179,13.886983,1,3,1,car_horn
1758,151877-5-0-0,151877,1.597715,3.007464,1,4,5,engine_idling
1759,151877-5-1-0,151877,19.423205,23.423205,1,4,5,engine_idling
1760,151977-0-0-0,151977,0.466587,4.466587,1,1,0,air_conditioner
1761,151977-0-0-1,151977,0.966587,4.966587,1,1,0,air_conditioner
1762,151977-0-0-10,151977,5.466587,9.466587,1,1,0,air_conditioner
1763,151977-0-0-11,151977,5.966587,9.966587,1,1,0,air_conditioner
1764,151977-0-0-12,151977,6.466587,10.466587,1,1,0,air_conditioner
1765,151977-0-0-13,151977,6.966587,10.966587,1,1,0,air_conditioner
1766,151977-0-0-2,151977,1.466587,5.466587,1,1,0,air_conditioner
1767,151977-0-0-3,151977,1.966587,5.966587,1,1,0,air_conditioner
1768,151977-0-0-4,151977,2.466587,6.466587,1,1,0,air_conditioner
1769,151977-0-0-5,151977,2.966587,6.966587,1,1,0,air_conditioner
1770,151977-0-0-6,151977,3.466587,7.466587,1,1,0,air_conditioner
1771,151977-0-0-7,151977,3.966587,7.966587,1,1,0,air_conditioner
1772,151977-0-0-8,151977,4.466587,8.466587,1,1,0,air_conditioner
1773,151977-0-0-9,151977,4.966587,8.966587,1,1,0,air_conditioner
1774,152908-5-0-0,152908,0,4,1,2,5,engine_idling
1775,152908-5-0-1,152908,0.5,4.5,1,2,5,engine_idling
1776,152908-5-0-10,152908,5,9,1,2,5,engine_idling
1777,152908-5-0-11,152908,5.5,9.5,1,2,5,engine_idling
1778,152908-5-0-12,152908,6,10,1,2,5,engine_idling
1779,152908-5-0-13,152908,6.5,10.5,1,2,5,engine_idling
1780,152908-5-0-2,152908,1,5,1,2,5,engine_idling
1781,152908-5-0-3,152908,1.5,5.5,1,2,5,engine_idling
1782,152908-5-0-4,152908,2,6,1,2,5,engine_idling
1783,152908-5-0-5,152908,2.5,6.5,1,2,5,engine_idling
1784,152908-5-0-6,152908,3,7,1,2,5,engine_idling
1785,152908-5-0-7,152908,3.5,7.5,1,2,5,engine_idling
1786,152908-5-0-8,152908,4,8,1,2,5,engine_idling
1787,152908-5-0-9,152908,4.5,8.5,1,2,5,engine_idling
1788,153057-1-0-0,153057,0.284091,1.383136,1,7,1,car_horn
1789,153261-0-0-0,153261,0,4,1,3,0,air_conditioner
1790,153261-0-0-1,153261,0.5,4.5,1,3,0,air_conditioner
1791,153261-0-0-2,153261,1,5,1,3,0,air_conditioner
1792,153261-0-0-3,153261,1.5,5.5,1,3,0,air_conditioner
1793,15356-2-0-0,15356,0,4,1,3,2,children_playing
1794,15356-2-0-1,15356,0.5,4.5,1,3,2,children_playing
1795,15356-2-0-2,15356,1,5,1,3,2,children_playing
1796,15356-2-0-3,15356,1.5,5.5,1,3,2,children_playing
1797,15356-2-0-4,15356,2,6,1,3,2,children_playing
1798,154758-5-0-0,154758,0,4,1,4,5,engine_idling
1799,154758-5-0-1,154758,0.5,4.5,1,4,5,engine_idling
1800,154758-5-0-10,154758,5,9,1,4,5,engine_idling
1801,154758-5-0-11,154758,5.5,9.5,1,4,5,engine_idling
1802,154758-5-0-12,154758,6,10,1,4,5,engine_idling
1803,154758-5-0-13,154758,6.5,10.5,1,4,5,engine_idling
1804,154758-5-0-14,154758,7,11,1,4,5,engine_idling
1805,154758-5-0-15,154758,7.5,11.5,1,4,5,engine_idling
1806,154758-5-0-16,154758,8,12,1,4,5,engine_idling
1807,154758-5-0-17,154758,8.5,12.5,1,4,5,engine_idling
1808,154758-5-0-18,154758,9,13,1,4,5,engine_idling
1809,154758-5-0-19,154758,9.5,13.5,1,4,5,engine_idling
1810,154758-5-0-2,154758,1,5,1,4,5,engine_idling
1811,154758-5-0-20,154758,10,14,1,4,5,engine_idling
1812,154758-5-0-21,154758,10.5,14.5,1,4,5,engine_idling
1813,154758-5-0-3,154758,1.5,5.5,1,4,5,engine_idling
1814,154758-5-0-4,154758,2,6,1,4,5,engine_idling
1815,154758-5-0-5,154758,2.5,6.5,1,4,5,engine_idling
1816,154758-5-0-6,154758,3,7,1,4,5,engine_idling
1817,154758-5-0-7,154758,3.5,7.5,1,4,5,engine_idling
1818,154758-5-0-8,154758,4,8,1,4,5,engine_idling
1819,154758-5-0-9,154758,4.5,8.5,1,4,5,engine_idling
1820,155127-9-0-2,155127,1,5,1,6,9,street_music
1821,155127-9-1-2,155127,50.498966,54.498966,1,6,9,street_music
1822,155127-9-1-23,155127,60.998966,64.998966,1,6,9,street_music
1823,155127-9-1-24,155127,61.498966,65.498966,1,6,9,street_music
1824,155127-9-1-25,155127,61.998966,65.998966,1,6,9,street_music
1825,155127-9-1-27,155127,62.998966,66.998966,1,6,9,street_music
1826,155129-1-0-0,155129,13.299687,13.403296,1,2,1,car_horn
1827,155129-1-1-0,155129,13.702351,13.86012,1,2,1,car_horn
1828,155129-1-2-0,155129,296.18928,298.389901,2,2,1,car_horn
1829,155202-9-0-124,155202,62,66,1,1,9,street_music
1830,155202-9-0-126,155202,63,67,1,1,9,street_music
1831,155202-9-0-135,155202,67.5,71.5,1,1,9,street_music
1832,155202-9-0-38,155202,19,23,1,1,9,street_music
1833,155202-9-0-42,155202,21,25,1,1,9,street_music
1834,155202-9-0-6,155202,3,7,1,1,9,street_music
1835,155212-9-0-13,155212,105.384208,109.384208,2,6,9,street_music
1836,155212-9-1-14,155212,139.167185,143.167185,1,6,9,street_music
1837,155212-9-1-49,155212,156.667185,160.667185,1,6,9,street_music
1838,155212-9-1-75,155212,169.667185,173.667185,1,6,9,street_music
1839,155212-9-1-85,155212,174.667185,178.667185,1,6,9,street_music
1840,155212-9-1-88,155212,176.167185,180.167185,1,6,9,street_music
1841,155217-9-0-27,155217,51.2558,55.2558,1,8,9,street_music
1842,155217-9-0-39,155217,57.2558,61.2558,1,8,9,street_music
1843,155217-9-0-57,155217,66.2558,70.2558,1,8,9,street_music
1844,155217-9-0-85,155217,80.2558,84.2558,1,8,9,street_music
1845,155217-9-1-24,155217,284.64365,288.64365,1,8,9,street_music
1846,155217-9-1-58,155217,301.64365,305.64365,1,8,9,street_music
1847,155219-2-0-0,155219,0,4,2,2,2,children_playing
1848,155219-2-0-1,155219,0.5,4.5,2,2,2,children_playing
1849,155219-2-0-22,155219,11,15,2,2,2,children_playing
1850,155219-2-0-24,155219,12,16,2,2,2,children_playing
1851,155219-2-0-25,155219,12.5,16.5,2,2,2,children_playing
1852,155219-2-0-26,155219,13,17,2,2,2,children_playing
1853,155219-2-0-51,155219,25.5,29.5,2,2,2,children_playing
1854,155219-2-0-57,155219,28.5,32.5,2,2,2,children_playing
1855,155227-9-0-2,155227,1,5,1,3,9,street_music
1856,155227-9-0-20,155227,10,14,1,3,9,street_music
1857,155227-9-0-23,155227,11.5,15.5,1,3,9,street_music
1858,155227-9-0-24,155227,12,16,1,3,9,street_music
1859,155227-9-0-27,155227,13.5,17.5,1,3,9,street_music
1860,155227-9-0-3,155227,1.5,5.5,1,3,9,street_music
1861,155234-1-0-0,155234,101.719854,103.833373,2,2,1,car_horn
1862,155238-2-0-17,155238,8.5,12.5,2,7,2,children_playing
1863,155238-2-0-3,155238,1.5,5.5,2,7,2,children_playing
1864,155238-2-0-31,155238,15.5,19.5,2,7,2,children_playing
1865,155238-2-0-36,155238,18,22,2,7,2,children_playing
1866,155238-2-0-47,155238,23.5,27.5,2,7,2,children_playing
1867,155238-2-0-67,155238,33.5,37.5,2,7,2,children_playing
1868,155238-2-0-75,155238,37.5,41.5,2,7,2,children_playing
1869,155238-2-0-97,155238,48.5,52.5,2,7,2,children_playing
1870,155243-9-0-18,155243,9,13,2,5,9,street_music
1871,155243-9-0-24,155243,12,16,2,5,9,street_music
1872,155243-9-0-32,155243,16,20,2,5,9,street_music
1873,155243-9-0-42,155243,21,25,2,5,9,street_music
1874,155243-9-0-53,155243,26.5,30.5,2,5,9,street_music
1875,155243-9-0-55,155243,27.5,31.5,2,5,9,street_music
1876,155263-2-0-12,155263,6,10,2,3,2,children_playing
1877,155263-2-0-22,155263,11,15,2,3,2,children_playing
1878,155263-2-0-23,155263,11.5,15.5,2,3,2,children_playing
1879,155263-2-0-34,155263,17,21,2,3,2,children_playing
1880,155263-2-0-43,155263,21.5,25.5,2,3,2,children_playing
1881,155263-2-0-50,155263,25,29,2,3,2,children_playing
1882,155263-2-0-57,155263,28.5,32.5,2,3,2,children_playing
1883,155263-2-0-61,155263,30.5,34.5,2,3,2,children_playing
1884,155283-1-0-0,155283,95.455122,96.061195,2,8,1,car_horn
1885,155283-1-1-0,155283,401.371559,402.010695,2,8,1,car_horn
1886,155294-3-0-0,155294,0,2.680454,2,8,3,dog_bark
1887,155299-3-0-1,155299,0.5,4.5,2,7,3,dog_bark
1888,155299-3-1-0,155299,8.526258,12.526258,2,7,3,dog_bark
1889,155299-3-1-1,155299,9.026258,13.026258,2,7,3,dog_bark
1890,155299-3-1-2,155299,9.526258,13.526258,2,7,3,dog_bark
1891,155309-3-0-0,155309,0,1.219048,1,3,3,dog_bark
1892,155310-3-0-0,155310,0,2.774785,1,1,3,dog_bark
1893,155313-3-0-0,155313,2.249546,3.021266,1,8,3,dog_bark
1894,155314-3-0-1,155314,0.5,4.5,1,7,3,dog_bark
1895,155314-3-0-2,155314,1,5,1,7,3,dog_bark
1896,155314-3-0-5,155314,2.5,6.5,1,7,3,dog_bark
1897,155315-3-0-0,155315,0,4,1,7,3,dog_bark
1898,155317-3-0-0,155317,3.031264,7.031264,1,6,3,dog_bark
1899,155320-3-0-0,155320,0.084222,1.224028,1,4,3,dog_bark
1900,155488-3-0-6,155488,34.470139,38.470139,2,6,3,dog_bark
1901,155488-3-2-0,155488,99.268224,103.268224,2,6,3,dog_bark
1902,155488-3-3-0,155488,147.423873,151.423873,2,6,3,dog_bark
1903,155488-3-3-1,155488,147.923873,151.923873,2,6,3,dog_bark
1904,15564-2-0-0,15564,0,4,1,1,2,children_playing
1905,15564-2-0-1,15564,0.5,4.5,1,1,2,children_playing
1906,15564-2-0-2,15564,1,5,1,1,2,children_playing
1907,156091-1-0-0,156091,1.175595,2.9223,2,7,1,car_horn
1908,156194-1-0-0,156194,0,0.252086,2,1,1,car_horn
1909,156358-5-0-0,156358,5.547216,9.547216,1,8,5,engine_idling
1910,156358-5-0-1,156358,6.047216,10.047216,1,8,5,engine_idling
1911,156358-5-0-2,156358,6.547216,10.547216,1,8,5,engine_idling
1912,156358-5-0-3,156358,7.047216,11.047216,1,8,5,engine_idling
1913,156358-5-0-4,156358,7.547216,11.547216,1,8,5,engine_idling
1914,156358-5-0-5,156358,8.047216,12.047216,1,8,5,engine_idling
1915,156358-5-0-6,156358,8.547216,12.547216,1,8,5,engine_idling
1916,156362-4-0-0,156362,111.410002,115.410002,2,4,4,drilling
1917,156362-4-0-1,156362,111.910002,115.910002,2,4,4,drilling
1918,156362-4-0-2,156362,112.410002,116.410002,2,4,4,drilling
1919,156362-4-0-3,156362,112.910002,116.910002,2,4,4,drilling
1920,156362-4-1-0,156362,124.563955,126.556979,2,4,4,drilling
1921,156362-4-2-0,156362,132.536049,136.536049,2,4,4,drilling
1922,156362-4-2-1,156362,133.036049,137.036049,2,4,4,drilling
1923,156362-4-3-0,156362,309.117912,313.117912,2,4,4,drilling
1924,156362-4-3-1,156362,309.617912,313.617912,2,4,4,drilling
1925,156362-4-3-2,156362,310.117912,314.117912,2,4,4,drilling
1926,156362-4-3-3,156362,310.617912,314.617912,2,4,4,drilling
1927,156362-4-3-4,156362,311.117912,315.117912,2,4,4,drilling
1928,156362-4-3-5,156362,311.617912,315.617912,2,4,4,drilling
1929,156362-4-3-6,156362,312.117912,316.117912,2,4,4,drilling
1930,156362-4-3-7,156362,312.617912,316.617912,2,4,4,drilling
1931,156362-4-3-8,156362,313.117912,317.117912,2,4,4,drilling
1932,156418-3-0-0,156418,0,4,1,3,3,dog_bark
1933,156418-3-0-1,156418,0.5,4.5,1,3,3,dog_bark
1934,156418-3-1-0,156418,8.43488,12.43488,1,3,3,dog_bark
1935,156418-3-2-0,156418,15.852218,16.85637,1,3,3,dog_bark
1936,156634-5-0-0,156634,0,4,1,5,5,engine_idling
1937,156634-5-0-1,156634,0.5,4.5,1,5,5,engine_idling
1938,156634-5-0-10,156634,5,9,1,5,5,engine_idling
1939,156634-5-0-11,156634,5.5,9.5,1,5,5,engine_idling
1940,156634-5-0-12,156634,6,10,1,5,5,engine_idling
1941,156634-5-0-2,156634,1,5,1,5,5,engine_idling
1942,156634-5-0-3,156634,1.5,5.5,1,5,5,engine_idling
1943,156634-5-0-4,156634,2,6,1,5,5,engine_idling
1944,156634-5-0-5,156634,2.5,6.5,1,5,5,engine_idling
1945,156634-5-0-6,156634,3,7,1,5,5,engine_idling
1946,156634-5-0-7,156634,3.5,7.5,1,5,5,engine_idling
1947,156634-5-0-8,156634,4,8,1,5,5,engine_idling
1948,156634-5-0-9,156634,4.5,8.5,1,5,5,engine_idling
1949,156634-5-1-0,156634,32.465057,36.465057,1,5,5,engine_idling
1950,156634-5-2-0,156634,42.99745,46.99745,1,5,5,engine_idling
1951,156634-5-2-1,156634,43.49745,47.49745,1,5,5,engine_idling
1952,156634-5-2-2,156634,43.99745,47.99745,1,5,5,engine_idling
1953,156634-5-2-3,156634,44.49745,48.49745,1,5,5,engine_idling
1954,156634-5-2-4,156634,44.99745,48.99745,1,5,5,engine_idling
1955,156634-5-2-5,156634,45.49745,49.49745,1,5,5,engine_idling
1956,156634-5-2-6,156634,45.99745,49.99745,1,5,5,engine_idling
1957,156634-5-2-7,156634,46.49745,50.49745,1,5,5,engine_idling
1958,156634-5-2-8,156634,46.99745,50.99745,1,5,5,engine_idling
1959,156868-8-0-0,156868,0.29819,1.043666,1,4,8,siren
1960,156868-8-1-0,156868,2.094109,3.022564,1,4,8,siren
1961,156868-8-2-0,156868,3.395302,3.99846,1,4,8,siren
1962,156868-8-3-0,156868,4.994686,5.58429,1,4,8,siren
1963,156868-8-4-0,156868,6.905814,7.502195,1,4,8,siren
1964,156869-8-0-0,156869,4.650289,8.650289,1,5,8,siren
1965,156869-8-0-1,156869,5.150289,9.150289,1,5,8,siren
1966,156869-8-0-10,156869,9.650289,13.650289,1,5,8,siren
1967,156869-8-0-11,156869,10.150289,14.150289,1,5,8,siren
1968,156869-8-0-2,156869,5.650289,9.650289,1,5,8,siren
1969,156869-8-0-3,156869,6.150289,10.150289,1,5,8,siren
1970,156869-8-0-4,156869,6.650289,10.650289,1,5,8,siren
1971,156869-8-0-5,156869,7.150289,11.150289,1,5,8,siren
1972,156869-8-0-6,156869,7.650289,11.650289,1,5,8,siren
1973,156869-8-0-7,156869,8.150289,12.150289,1,5,8,siren
1974,156869-8-0-8,156869,8.650289,12.650289,1,5,8,siren
1975,156869-8-0-9,156869,9.150289,13.150289,1,5,8,siren
1976,156893-7-0-0,156893,0.948287,2.203372,2,2,7,jackhammer
1977,156893-7-1-0,156893,3.765256,4.992451,2,2,7,jackhammer
1978,156893-7-10-0,156893,30.791429,31.349245,2,2,7,jackhammer
1979,156893-7-11-0,156893,32.715894,35.532863,2,2,7,jackhammer
1980,156893-7-2-0,156893,5.717611,6.833243,2,2,7,jackhammer
1981,156893-7-3-0,156893,7.809421,9.343414,2,2,7,jackhammer
1982,156893-7-4-0,156893,10.737953,11.797803,2,2,7,jackhammer
1983,156893-7-5-0,156893,13.750158,15.507278,2,2,7,jackhammer
1984,156893-7-6-0,156893,16.790254,18.07323,2,2,7,jackhammer
1985,156893-7-7-0,156893,20.19293,22.758883,2,2,7,jackhammer
1986,156893-7-8-0,156893,25.380617,26.440467,2,2,7,jackhammer
1987,156893-7-9-0,156893,29.173764,30.345177,2,2,7,jackhammer
1988,156897-6-0-0,156897,1.24645,4.686652,1,4,6,gun_shot
1989,157322-3-0-3,157322,1.5,5.5,1,6,3,dog_bark
1990,157322-3-0-4,157322,2,6,1,6,3,dog_bark
1991,157322-3-0-5,157322,2.5,6.5,1,6,3,dog_bark
1992,157322-3-0-6,157322,3,7,1,6,3,dog_bark
1993,157648-8-0-0,157648,18.799126,22.799126,2,5,8,siren
1994,157649-3-0-0,157649,0.312331,4.312331,2,8,3,dog_bark
1995,157649-3-0-1,157649,0.812331,4.812331,2,8,3,dog_bark
1996,157649-3-1-1,157649,14.71108,18.71108,2,8,3,dog_bark
1997,157649-3-2-0,157649,23.8413,27.8413,2,8,3,dog_bark
1998,157695-3-0-19,157695,9.5,13.5,1,4,3,dog_bark
1999,157695-3-0-2,157695,1,5,1,4,3,dog_bark
2000,157695-3-0-27,157695,13.5,17.5,1,4,3,dog_bark
2001,157695-3-0-8,157695,4,8,1,4,3,dog_bark
2002,157799-6-0-0,157799,0,2.272653,1,4,6,gun_shot
2003,157867-8-0-0,157867,0,4,1,1,8,siren
2004,157867-8-0-1,157867,0.5,4.5,1,1,8,siren
2005,157867-8-0-10,157867,5,9,1,1,8,siren
2006,157867-8-0-11,157867,5.5,9.5,1,1,8,siren
2007,157867-8-0-12,157867,6,10,1,1,8,siren
2008,157867-8-0-13,157867,6.5,10.5,1,1,8,siren
2009,157867-8-0-14,157867,7,11,1,1,8,siren
2010,157867-8-0-15,157867,7.5,11.5,1,1,8,siren
2011,157867-8-0-16,157867,8,12,1,1,8,siren
2012,157867-8-0-17,157867,8.5,12.5,1,1,8,siren
2013,157867-8-0-18,157867,9,13,1,1,8,siren
2014,157867-8-0-19,157867,9.5,13.5,1,1,8,siren
2015,157867-8-0-2,157867,1,5,1,1,8,siren
2016,157867-8-0-20,157867,10,14,1,1,8,siren
2017,157867-8-0-21,157867,10.5,14.5,1,1,8,siren
2018,157867-8-0-22,157867,11,15,1,1,8,siren
2019,157867-8-0-23,157867,11.5,15.5,1,1,8,siren
2020,157867-8-0-24,157867,12,16,1,1,8,siren
2021,157867-8-0-25,157867,12.5,16.5,1,1,8,siren
2022,157867-8-0-26,157867,13,17,1,1,8,siren
2023,157867-8-0-27,157867,13.5,17.5,1,1,8,siren
2024,157867-8-0-28,157867,14,18,1,1,8,siren
2025,157867-8-0-3,157867,1.5,5.5,1,1,8,siren
2026,157867-8-0-4,157867,2,6,1,1,8,siren
2027,157867-8-0-5,157867,2.5,6.5,1,1,8,siren
2028,157867-8-0-6,157867,3,7,1,1,8,siren
2029,157867-8-0-7,157867,3.5,7.5,1,1,8,siren
2030,157867-8-0-8,157867,4,8,1,1,8,siren
2031,157867-8-0-9,157867,4.5,8.5,1,1,8,siren
2032,157868-8-0-0,157868,0,4,1,8,8,siren
2033,157868-8-0-1,157868,0.5,4.5,1,8,8,siren
2034,157868-8-0-10,157868,5,9,1,8,8,siren
2035,157868-8-0-11,157868,5.5,9.5,1,8,8,siren
2036,157868-8-0-12,157868,6,10,1,8,8,siren
2037,157868-8-0-13,157868,6.5,10.5,1,8,8,siren
2038,157868-8-0-14,157868,7,11,1,8,8,siren
2039,157868-8-0-15,157868,7.5,11.5,1,8,8,siren
2040,157868-8-0-16,157868,8,12,1,8,8,siren
2041,157868-8-0-17,157868,8.5,12.5,1,8,8,siren
2042,157868-8-0-18,157868,9,13,1,8,8,siren
2043,157868-8-0-19,157868,9.5,13.5,1,8,8,siren
2044,157868-8-0-2,157868,1,5,1,8,8,siren
2045,157868-8-0-20,157868,10,14,1,8,8,siren
2046,157868-8-0-21,157868,10.5,14.5,1,8,8,siren
2047,157868-8-0-22,157868,11,15,1,8,8,siren
2048,157868-8-0-23,157868,11.5,15.5,1,8,8,siren
2049,157868-8-0-24,157868,12,16,1,8,8,siren
2050,157868-8-0-25,157868,12.5,16.5,1,8,8,siren
2051,157868-8-0-26,157868,13,17,1,8,8,siren
2052,157868-8-0-27,157868,13.5,17.5,1,8,8,siren
2053,157868-8-0-3,157868,1.5,5.5,1,8,8,siren
2054,157868-8-0-4,157868,2,6,1,8,8,siren
2055,157868-8-0-5,157868,2.5,6.5,1,8,8,siren
2056,157868-8-0-6,157868,3,7,1,8,8,siren
2057,157868-8-0-7,157868,3.5,7.5,1,8,8,siren
2058,157868-8-0-8,157868,4,8,1,8,8,siren
2059,157868-8-0-9,157868,4.5,8.5,1,8,8,siren
2060,157940-9-0-0,157940,0,4,1,7,9,street_music
2061,157940-9-0-2,157940,1,5,1,7,9,street_music
2062,157940-9-0-3,157940,1.5,5.5,1,7,9,street_music
2063,157940-9-0-4,157940,2,6,1,7,9,street_music
2064,157940-9-0-5,157940,2.5,6.5,1,7,9,street_music
2065,157940-9-0-6,157940,3,7,1,7,9,street_music
2066,157950-3-0-0,157950,0,1.410045,1,7,3,dog_bark
2067,158593-2-0-0,158593,7.320678,11.320678,2,7,2,children_playing
2068,158593-2-0-31,158593,22.820678,26.820678,2,7,2,children_playing
2069,158593-2-0-43,158593,28.820678,32.820678,2,7,2,children_playing
2070,158593-2-0-47,158593,30.820678,34.820678,2,7,2,children_playing
2071,158593-2-0-52,158593,33.320678,37.320678,2,7,2,children_playing
2072,158593-2-0-54,158593,34.320678,38.320678,2,7,2,children_playing
2073,158593-2-0-8,158593,11.320678,15.320678,2,7,2,children_playing
2074,158597-2-0-16,158597,9.168347,13.168347,2,2,2,children_playing
2075,158597-2-0-2,158597,2.168347,6.168347,2,2,2,children_playing
2076,158597-2-0-3,158597,2.668347,6.668347,2,2,2,children_playing
2077,158597-2-0-30,158597,16.168347,20.168347,2,2,2,children_playing
2078,158597-2-0-33,158597,17.668347,21.668347,2,2,2,children_playing
2079,158597-2-0-41,158597,21.668347,25.668347,2,2,2,children_playing
2080,158597-2-0-57,158597,29.668347,33.668347,2,2,2,children_playing
2081,158597-2-0-85,158597,43.668347,47.668347,2,2,2,children_playing
2082,158607-3-0-0,158607,0.115242,1.131463,2,2,3,dog_bark
2083,158607-3-1-0,158607,5.835416,8.213584,1,2,3,dog_bark
2084,158607-3-2-0,158607,11.16796,13.21088,1,2,3,dog_bark
2085,158608-8-0-0,158608,7.309707,11.309707,2,4,8,siren
2086,158608-8-0-1,158608,7.809707,11.809707,2,4,8,siren
2087,158608-8-0-10,158608,12.309707,16.309707,2,4,8,siren
2088,158608-8-0-2,158608,8.309707,12.309707,2,4,8,siren
2089,158608-8-0-3,158608,8.809707,12.809707,2,4,8,siren
2090,158608-8-0-4,158608,9.309707,13.309707,2,4,8,siren
2091,158608-8-0-5,158608,9.809707,13.809707,2,4,8,siren
2092,158608-8-0-6,158608,10.309707,14.309707,2,4,8,siren
2093,158608-8-0-7,158608,10.809707,14.809707,2,4,8,siren
2094,158608-8-0-8,158608,11.309707,15.309707,2,4,8,siren
2095,158608-8-0-9,158608,11.809707,15.809707,2,4,8,siren
2096,158977-6-0-0,158977,0,1.886562,1,4,6,gun_shot
2097,158978-6-0-0,158978,0,1.737542,1,7,6,gun_shot
2098,158979-6-0-0,158979,0.155453,2.512917,1,6,6,gun_shot
2099,159176-3-0-0,159176,0,1.184218,1,4,3,dog_bark
2100,159439-2-0-0,159439,0,4,1,5,2,children_playing
2101,159439-2-0-10,159439,5,9,1,5,2,children_playing
2102,159439-2-0-11,159439,5.5,9.5,1,5,2,children_playing
2103,159439-2-0-19,159439,9.5,13.5,1,5,2,children_playing
2104,159439-2-0-21,159439,10.5,14.5,1,5,2,children_playing
2105,159439-2-0-29,159439,14.5,18.5,1,5,2,children_playing
2106,159439-2-0-30,159439,15,19,1,5,2,children_playing
2107,159701-6-0-0,159701,0.080091,1.978243,1,5,6,gun_shot
2108,159701-6-1-0,159701,1.978243,4.020558,1,5,6,gun_shot
2109,159701-6-2-0,159701,4.020558,5.582329,1,5,6,gun_shot
2110,159701-6-3-0,159701,5.582329,7.336318,1,5,6,gun_shot
